State.name,State.abbr,year,total.views.year
Alabama,AL,1965,2
Alabama,AL,1966,2
Alabama,AL,1967,4
Alabama,AL,1968,5
Alabama,AL,1969,3
Alabama,AL,1970,2
Alabama,AL,1971,3
Alabama,AL,1972,6
Alabama,AL,1973,14
Alabama,AL,1974,5
Alabama,AL,1975,6
Alabama,AL,1976,4
Alabama,AL,1977,3
Alabama,AL,1978,6
Alabama,AL,1979,2
Alabama,AL,1980,5
Alabama,AL,1981,1
Alabama,AL,1984,6
Alabama,AL,1985,4
Alabama,AL,1986,1
Alabama,AL,1987,4
Alabama,AL,1988,2
Alabama,AL,1989,1
Alabama,AL,1992,6
Alabama,AL,1993,3
Alabama,AL,1994,9
Alabama,AL,1995,13
Alabama,AL,1996,8
Alabama,AL,1997,11
Alabama,AL,1998,18
Alabama,AL,1999,31
Alabama,AL,2000,21
Alabama,AL,2001,14
Alabama,AL,2002,19
Alabama,AL,2003,42
Alabama,AL,2004,27
Alabama,AL,2005,40
Alabama,AL,2006,39
Alabama,AL,2007,53
Alabama,AL,2008,51
Alabama,AL,2009,35
Alabama,AL,2010,26
Alabama,AL,2011,41
Alabama,AL,2012,68
Alabama,AL,2013,87
Alabama,AL,2014,130
Alabama,AL,2015,65
Alabama,AL,2016,51
Alabama,AL,2017,64
Alabama,AL,2018,29
Alabama,AL,2019,62
Alabama,AL,2020,62
Alabama,AL,2021,14
Alaska,AK,1966,2
Alaska,AK,1967,2
Alaska,AK,1968,3
Alaska,AK,1969,4
Alaska,AK,1972,1
Alaska,AK,1973,1
Alaska,AK,1974,2
Alaska,AK,1975,1
Alaska,AK,1976,5
Alaska,AK,1977,1
Alaska,AK,1978,3
Alaska,AK,1980,1
Alaska,AK,1981,1
Alaska,AK,1982,1
Alaska,AK,1983,1
Alaska,AK,1984,2
Alaska,AK,1985,2
Alaska,AK,1986,5
Alaska,AK,1987,3
Alaska,AK,1988,2
Alaska,AK,1989,2
Alaska,AK,1990,3
Alaska,AK,1993,1
Alaska,AK,1994,2
Alaska,AK,1995,9
Alaska,AK,1996,5
Alaska,AK,1997,5
Alaska,AK,1998,14
Alaska,AK,1999,18
Alaska,AK,2000,13
Alaska,AK,2001,17
Alaska,AK,2002,11
Alaska,AK,2003,14
Alaska,AK,2004,11
Alaska,AK,2005,22
Alaska,AK,2006,14
Alaska,AK,2007,8
Alaska,AK,2008,15
Alaska,AK,2009,17
Alaska,AK,2010,16
Alaska,AK,2011,18
Alaska,AK,2012,48
Alaska,AK,2013,53
Alaska,AK,2014,43
Alaska,AK,2015,39
Alaska,AK,2016,43
Alaska,AK,2017,21
Alaska,AK,2018,25
Alaska,AK,2019,20
Alaska,AK,2020,24
Alaska,AK,2021,4
Arizona,AZ,1966,3
Arizona,AZ,1967,2
Arizona,AZ,1968,5
Arizona,AZ,1969,4
Arizona,AZ,1970,2
Arizona,AZ,1971,2
Arizona,AZ,1972,4
Arizona,AZ,1973,3
Arizona,AZ,1974,3
Arizona,AZ,1975,10
Arizona,AZ,1976,4
Arizona,AZ,1977,4
Arizona,AZ,1978,10
Arizona,AZ,1979,6
Arizona,AZ,1980,6
Arizona,AZ,1981,7
Arizona,AZ,1982,3
Arizona,AZ,1983,7
Arizona,AZ,1984,3
Arizona,AZ,1985,6
Arizona,AZ,1986,7
Arizona,AZ,1987,8
Arizona,AZ,1988,11
Arizona,AZ,1989,13
Arizona,AZ,1990,7
Arizona,AZ,1991,8
Arizona,AZ,1992,4
Arizona,AZ,1993,15
Arizona,AZ,1994,12
Arizona,AZ,1995,44
Arizona,AZ,1996,24
Arizona,AZ,1997,145
Arizona,AZ,1998,70
Arizona,AZ,1999,96
Arizona,AZ,2000,215
Arizona,AZ,2001,115
Arizona,AZ,2002,122
Arizona,AZ,2003,127
Arizona,AZ,2004,200
Arizona,AZ,2005,204
Arizona,AZ,2006,141
Arizona,AZ,2007,142
Arizona,AZ,2008,178
Arizona,AZ,2009,161
Arizona,AZ,2010,123
Arizona,AZ,2011,163
Arizona,AZ,2012,212
Arizona,AZ,2013,235
Arizona,AZ,2014,302
Arizona,AZ,2015,282
Arizona,AZ,2016,238
Arizona,AZ,2017,208
Arizona,AZ,2018,91
Arizona,AZ,2019,229
Arizona,AZ,2020,222
Arizona,AZ,2021,106
Arkansas,AR,1965,3
Arkansas,AR,1966,3
Arkansas,AR,1967,6
Arkansas,AR,1968,4
Arkansas,AR,1969,3
Arkansas,AR,1970,1
Arkansas,AR,1971,1
Arkansas,AR,1973,6
Arkansas,AR,1974,2
Arkansas,AR,1975,1
Arkansas,AR,1976,3
Arkansas,AR,1977,3
Arkansas,AR,1979,3
Arkansas,AR,1980,3
Arkansas,AR,1981,3
Arkansas,AR,1982,3
Arkansas,AR,1983,2
Arkansas,AR,1984,3
Arkansas,AR,1985,5
Arkansas,AR,1986,2
Arkansas,AR,1987,7
Arkansas,AR,1988,4
Arkansas,AR,1989,4
Arkansas,AR,1990,2
Arkansas,AR,1991,4
Arkansas,AR,1992,1
Arkansas,AR,1993,2
Arkansas,AR,1994,5
Arkansas,AR,1995,5
Arkansas,AR,1996,9
Arkansas,AR,1997,11
Arkansas,AR,1998,15
Arkansas,AR,1999,37
Arkansas,AR,2000,41
Arkansas,AR,2001,33
Arkansas,AR,2002,28
Arkansas,AR,2003,58
Arkansas,AR,2004,34
Arkansas,AR,2005,37
Arkansas,AR,2006,31
Arkansas,AR,2007,35
Arkansas,AR,2008,40
Arkansas,AR,2009,28
Arkansas,AR,2010,48
Arkansas,AR,2011,45
Arkansas,AR,2012,58
Arkansas,AR,2013,56
Arkansas,AR,2014,34
Arkansas,AR,2015,43
Arkansas,AR,2016,42
Arkansas,AR,2017,49
Arkansas,AR,2018,40
Arkansas,AR,2019,72
Arkansas,AR,2020,91
Arkansas,AR,2021,34
California,CA,1965,24
California,CA,1966,23
California,CA,1967,27
California,CA,1968,32
California,CA,1969,26
California,CA,1970,22
California,CA,1971,23
California,CA,1972,19
California,CA,1973,18
California,CA,1974,32
California,CA,1975,25
California,CA,1976,36
California,CA,1977,43
California,CA,1978,58
California,CA,1979,42
California,CA,1980,36
California,CA,1981,35
California,CA,1982,34
California,CA,1983,20
California,CA,1984,16
California,CA,1985,29
California,CA,1986,27
California,CA,1987,25
California,CA,1988,30
California,CA,1989,32
California,CA,1990,48
California,CA,1991,30
California,CA,1992,37
California,CA,1993,47
California,CA,1994,72
California,CA,1995,205
California,CA,1996,135
California,CA,1997,152
California,CA,1998,232
California,CA,1999,407
California,CA,2000,439
California,CA,2001,378
California,CA,2002,429
California,CA,2003,598
California,CA,2004,565
California,CA,2005,539
California,CA,2006,562
California,CA,2007,588
California,CA,2008,708
California,CA,2009,646
California,CA,2010,605
California,CA,2011,625
California,CA,2012,760
California,CA,2013,727
California,CA,2014,869
California,CA,2015,812
California,CA,2016,579
California,CA,2017,590
California,CA,2018,328
California,CA,2019,510
California,CA,2020,623
California,CA,2021,274
Colorado,CO,1965,1
Colorado,CO,1966,1
Colorado,CO,1967,3
Colorado,CO,1968,4
Colorado,CO,1969,4
Colorado,CO,1970,3
Colorado,CO,1971,2
Colorado,CO,1972,2
Colorado,CO,1973,3
Colorado,CO,1974,8
Colorado,CO,1975,5
Colorado,CO,1976,9
Colorado,CO,1977,8
Colorado,CO,1978,3
Colorado,CO,1979,3
Colorado,CO,1980,4
Colorado,CO,1981,6
Colorado,CO,1982,4
Colorado,CO,1983,2
Colorado,CO,1985,2
Colorado,CO,1986,4
Colorado,CO,1987,5
Colorado,CO,1988,4
Colorado,CO,1989,7
Colorado,CO,1990,4
Colorado,CO,1991,6
Colorado,CO,1992,4
Colorado,CO,1993,8
Colorado,CO,1994,5
Colorado,CO,1995,25
Colorado,CO,1996,18
Colorado,CO,1997,21
Colorado,CO,1998,64
Colorado,CO,1999,72
Colorado,CO,2000,49
Colorado,CO,2001,100
Colorado,CO,2002,71
Colorado,CO,2003,83
Colorado,CO,2004,100
Colorado,CO,2005,78
Colorado,CO,2006,96
Colorado,CO,2007,90
Colorado,CO,2008,99
Colorado,CO,2009,90
Colorado,CO,2010,72
Colorado,CO,2011,121
Colorado,CO,2012,119
Colorado,CO,2013,146
Colorado,CO,2014,200
Colorado,CO,2015,165
Colorado,CO,2016,201
Colorado,CO,2017,162
Colorado,CO,2018,113
Colorado,CO,2019,130
Colorado,CO,2020,225
Colorado,CO,2021,97
Connecticut,CT,1965,9
Connecticut,CT,1966,3
Connecticut,CT,1967,5
Connecticut,CT,1968,4
Connecticut,CT,1969,6
Connecticut,CT,1970,3
Connecticut,CT,1971,4
Connecticut,CT,1972,3
Connecticut,CT,1973,3
Connecticut,CT,1974,5
Connecticut,CT,1975,11
Connecticut,CT,1976,8
Connecticut,CT,1977,7
Connecticut,CT,1978,4
Connecticut,CT,1979,1
Connecticut,CT,1980,8
Connecticut,CT,1981,1
Connecticut,CT,1982,3
Connecticut,CT,1983,4
Connecticut,CT,1984,6
Connecticut,CT,1985,7
Connecticut,CT,1986,2
Connecticut,CT,1987,3
Connecticut,CT,1988,5
Connecticut,CT,1989,5
Connecticut,CT,1990,2
Connecticut,CT,1991,4
Connecticut,CT,1992,5
Connecticut,CT,1993,4
Connecticut,CT,1994,4
Connecticut,CT,1995,17
Connecticut,CT,1996,13
Connecticut,CT,1997,12
Connecticut,CT,1998,15
Connecticut,CT,1999,15
Connecticut,CT,2000,23
Connecticut,CT,2001,37
Connecticut,CT,2002,23
Connecticut,CT,2003,35
Connecticut,CT,2004,43
Connecticut,CT,2005,29
Connecticut,CT,2006,31
Connecticut,CT,2007,64
Connecticut,CT,2008,62
Connecticut,CT,2009,69
Connecticut,CT,2010,66
Connecticut,CT,2011,80
Connecticut,CT,2012,156
Connecticut,CT,2013,141
Connecticut,CT,2014,96
Connecticut,CT,2015,85
Connecticut,CT,2016,75
Connecticut,CT,2017,84
Connecticut,CT,2018,110
Connecticut,CT,2019,125
Connecticut,CT,2020,130
Connecticut,CT,2021,53
Delaware,DE,1966,2
Delaware,DE,1967,1
Delaware,DE,1968,1
Delaware,DE,1969,1
Delaware,DE,1970,1
Delaware,DE,1972,3
Delaware,DE,1974,1
Delaware,DE,1976,1
Delaware,DE,1980,1
Delaware,DE,1981,1
Delaware,DE,1982,1
Delaware,DE,1984,2
Delaware,DE,1985,1
Delaware,DE,1988,1
Delaware,DE,1989,1
Delaware,DE,1990,4
Delaware,DE,1991,1
Delaware,DE,1993,2
Delaware,DE,1994,1
Delaware,DE,1995,2
Delaware,DE,1997,1
Delaware,DE,1998,2
Delaware,DE,1999,11
Delaware,DE,2000,6
Delaware,DE,2001,4
Delaware,DE,2002,9
Delaware,DE,2003,5
Delaware,DE,2004,8
Delaware,DE,2005,11
Delaware,DE,2006,9
Delaware,DE,2007,15
Delaware,DE,2008,12
Delaware,DE,2009,9
Delaware,DE,2010,14
Delaware,DE,2011,15
Delaware,DE,2012,32
Delaware,DE,2013,12
Delaware,DE,2014,37
Delaware,DE,2015,30
Delaware,DE,2016,19
Delaware,DE,2017,22
Delaware,DE,2018,8
Delaware,DE,2019,14
Delaware,DE,2020,26
Delaware,DE,2021,5
Florida,FL,1965,9
Florida,FL,1966,11
Florida,FL,1967,15
Florida,FL,1968,8
Florida,FL,1969,12
Florida,FL,1970,12
Florida,FL,1971,4
Florida,FL,1972,10
Florida,FL,1973,13
Florida,FL,1974,14
Florida,FL,1975,21
Florida,FL,1976,23
Florida,FL,1977,15
Florida,FL,1978,12
Florida,FL,1979,11
Florida,FL,1980,8
Florida,FL,1981,11
Florida,FL,1982,5
Florida,FL,1983,7
Florida,FL,1984,7
Florida,FL,1985,18
Florida,FL,1986,12
Florida,FL,1987,13
Florida,FL,1988,13
Florida,FL,1989,16
Florida,FL,1990,11
Florida,FL,1991,8
Florida,FL,1992,14
Florida,FL,1993,10
Florida,FL,1994,23
Florida,FL,1995,52
Florida,FL,1996,46
Florida,FL,1997,49
Florida,FL,1998,107
Florida,FL,1999,109
Florida,FL,2000,120
Florida,FL,2001,144
Florida,FL,2002,155
Florida,FL,2003,208
Florida,FL,2004,207
Florida,FL,2005,245
Florida,FL,2006,219
Florida,FL,2007,264
Florida,FL,2008,303
Florida,FL,2009,254
Florida,FL,2010,221
Florida,FL,2011,339
Florida,FL,2012,460
Florida,FL,2013,543
Florida,FL,2014,644
Florida,FL,2015,475
Florida,FL,2016,362
Florida,FL,2017,334
Florida,FL,2018,224
Florida,FL,2019,412
Florida,FL,2020,401
Florida,FL,2021,171
Georgia,GA,1965,3
Georgia,GA,1967,5
Georgia,GA,1968,10
Georgia,GA,1969,3
Georgia,GA,1970,1
Georgia,GA,1971,7
Georgia,GA,1972,6
Georgia,GA,1973,7
Georgia,GA,1974,7
Georgia,GA,1975,6
Georgia,GA,1976,6
Georgia,GA,1977,4
Georgia,GA,1978,7
Georgia,GA,1979,7
Georgia,GA,1980,6
Georgia,GA,1981,2
Georgia,GA,1982,1
Georgia,GA,1983,4
Georgia,GA,1984,11
Georgia,GA,1985,5
Georgia,GA,1986,6
Georgia,GA,1987,3
Georgia,GA,1988,3
Georgia,GA,1989,4
Georgia,GA,1990,5
Georgia,GA,1991,8
Georgia,GA,1992,4
Georgia,GA,1993,2
Georgia,GA,1994,5
Georgia,GA,1995,18
Georgia,GA,1996,10
Georgia,GA,1997,15
Georgia,GA,1998,32
Georgia,GA,1999,65
Georgia,GA,2000,44
Georgia,GA,2001,46
Georgia,GA,2002,42
Georgia,GA,2003,67
Georgia,GA,2004,67
Georgia,GA,2005,74
Georgia,GA,2006,77
Georgia,GA,2007,106
Georgia,GA,2008,103
Georgia,GA,2009,84
Georgia,GA,2010,80
Georgia,GA,2011,94
Georgia,GA,2012,126
Georgia,GA,2013,143
Georgia,GA,2014,225
Georgia,GA,2015,137
Georgia,GA,2016,123
Georgia,GA,2017,121
Georgia,GA,2018,73
Georgia,GA,2019,161
Georgia,GA,2020,130
Georgia,GA,2021,59
Hawaii,HI,1966,1
Hawaii,HI,1967,3
Hawaii,HI,1968,1
Hawaii,HI,1969,2
Hawaii,HI,1970,4
Hawaii,HI,1971,1
Hawaii,HI,1972,1
Hawaii,HI,1973,3
Hawaii,HI,1977,2
Hawaii,HI,1978,1
Hawaii,HI,1979,1
Hawaii,HI,1980,2
Hawaii,HI,1983,3
Hawaii,HI,1984,1
Hawaii,HI,1985,3
Hawaii,HI,1986,1
Hawaii,HI,1988,1
Hawaii,HI,1989,2
Hawaii,HI,1990,1
Hawaii,HI,1991,1
Hawaii,HI,1992,2
Hawaii,HI,1993,6
Hawaii,HI,1994,4
Hawaii,HI,1995,6
Hawaii,HI,1997,6
Hawaii,HI,1998,6
Hawaii,HI,1999,11
Hawaii,HI,2000,13
Hawaii,HI,2001,13
Hawaii,HI,2002,15
Hawaii,HI,2003,12
Hawaii,HI,2004,18
Hawaii,HI,2005,18
Hawaii,HI,2006,11
Hawaii,HI,2007,22
Hawaii,HI,2008,18
Hawaii,HI,2009,19
Hawaii,HI,2010,30
Hawaii,HI,2011,21
Hawaii,HI,2012,36
Hawaii,HI,2013,53
Hawaii,HI,2014,70
Hawaii,HI,2015,27
Hawaii,HI,2016,29
Hawaii,HI,2017,15
Hawaii,HI,2018,12
Hawaii,HI,2019,49
Hawaii,HI,2020,46
Hawaii,HI,2021,8
Idaho,ID,1967,3
Idaho,ID,1968,1
Idaho,ID,1973,1
Idaho,ID,1974,2
Idaho,ID,1975,3
Idaho,ID,1976,2
Idaho,ID,1977,2
Idaho,ID,1978,4
Idaho,ID,1980,2
Idaho,ID,1981,1
Idaho,ID,1982,1
Idaho,ID,1983,4
Idaho,ID,1984,2
Idaho,ID,1986,1
Idaho,ID,1989,4
Idaho,ID,1990,1
Idaho,ID,1991,5
Idaho,ID,1992,7
Idaho,ID,1993,1
Idaho,ID,1994,6
Idaho,ID,1995,10
Idaho,ID,1996,12
Idaho,ID,1997,6
Idaho,ID,1998,14
Idaho,ID,1999,23
Idaho,ID,2000,19
Idaho,ID,2001,27
Idaho,ID,2002,20
Idaho,ID,2003,27
Idaho,ID,2004,22
Idaho,ID,2005,31
Idaho,ID,2006,36
Idaho,ID,2007,18
Idaho,ID,2008,26
Idaho,ID,2009,24
Idaho,ID,2010,32
Idaho,ID,2011,44
Idaho,ID,2012,57
Idaho,ID,2013,102
Idaho,ID,2014,89
Idaho,ID,2015,98
Idaho,ID,2016,75
Idaho,ID,2017,50
Idaho,ID,2018,46
Idaho,ID,2019,104
Idaho,ID,2020,128
Idaho,ID,2021,46
Illinois,IL,1965,7
Illinois,IL,1966,9
Illinois,IL,1967,6
Illinois,IL,1968,7
Illinois,IL,1969,7
Illinois,IL,1970,10
Illinois,IL,1971,1
Illinois,IL,1972,9
Illinois,IL,1973,3
Illinois,IL,1974,11
Illinois,IL,1975,12
Illinois,IL,1976,8
Illinois,IL,1977,13
Illinois,IL,1978,9
Illinois,IL,1979,14
Illinois,IL,1980,9
Illinois,IL,1981,4
Illinois,IL,1982,7
Illinois,IL,1983,5
Illinois,IL,1984,4
Illinois,IL,1985,4
Illinois,IL,1986,3
Illinois,IL,1987,10
Illinois,IL,1988,9
Illinois,IL,1989,14
Illinois,IL,1990,8
Illinois,IL,1991,6
Illinois,IL,1992,12
Illinois,IL,1993,1
Illinois,IL,1994,4
Illinois,IL,1995,37
Illinois,IL,1996,20
Illinois,IL,1997,55
Illinois,IL,1998,65
Illinois,IL,1999,111
Illinois,IL,2000,96
Illinois,IL,2001,140
Illinois,IL,2002,98
Illinois,IL,2003,93
Illinois,IL,2004,220
Illinois,IL,2005,209
Illinois,IL,2006,144
Illinois,IL,2007,181
Illinois,IL,2008,167
Illinois,IL,2009,140
Illinois,IL,2010,208
Illinois,IL,2011,220
Illinois,IL,2012,269
Illinois,IL,2013,174
Illinois,IL,2014,172
Illinois,IL,2015,182
Illinois,IL,2016,156
Illinois,IL,2017,93
Illinois,IL,2018,104
Illinois,IL,2019,165
Illinois,IL,2020,168
Illinois,IL,2021,56
Indiana,IN,1965,6
Indiana,IN,1966,9
Indiana,IN,1967,1
Indiana,IN,1968,4
Indiana,IN,1969,3
Indiana,IN,1970,7
Indiana,IN,1971,5
Indiana,IN,1972,5
Indiana,IN,1973,15
Indiana,IN,1974,11
Indiana,IN,1975,11
Indiana,IN,1976,6
Indiana,IN,1977,17
Indiana,IN,1978,8
Indiana,IN,1979,6
Indiana,IN,1980,5
Indiana,IN,1981,2
Indiana,IN,1982,3
Indiana,IN,1983,8
Indiana,IN,1984,3
Indiana,IN,1985,3
Indiana,IN,1986,4
Indiana,IN,1987,5
Indiana,IN,1988,3
Indiana,IN,1989,3
Indiana,IN,1990,8
Indiana,IN,1991,6
Indiana,IN,1992,1
Indiana,IN,1993,11
Indiana,IN,1994,10
Indiana,IN,1995,15
Indiana,IN,1996,10
Indiana,IN,1997,20
Indiana,IN,1998,31
Indiana,IN,1999,53
Indiana,IN,2000,39
Indiana,IN,2001,39
Indiana,IN,2002,47
Indiana,IN,2003,82
Indiana,IN,2004,105
Indiana,IN,2005,85
Indiana,IN,2006,64
Indiana,IN,2007,81
Indiana,IN,2008,124
Indiana,IN,2009,77
Indiana,IN,2010,96
Indiana,IN,2011,96
Indiana,IN,2012,146
Indiana,IN,2013,146
Indiana,IN,2014,157
Indiana,IN,2015,82
Indiana,IN,2016,87
Indiana,IN,2017,56
Indiana,IN,2018,93
Indiana,IN,2019,182
Indiana,IN,2020,192
Indiana,IN,2021,70
Iowa,IA,1965,3
Iowa,IA,1966,5
Iowa,IA,1967,2
Iowa,IA,1968,5
Iowa,IA,1969,1
Iowa,IA,1970,1
Iowa,IA,1971,3
Iowa,IA,1972,1
Iowa,IA,1973,4
Iowa,IA,1974,2
Iowa,IA,1975,4
Iowa,IA,1976,3
Iowa,IA,1977,1
Iowa,IA,1978,3
Iowa,IA,1979,2
Iowa,IA,1980,3
Iowa,IA,1981,2
Iowa,IA,1982,1
Iowa,IA,1983,3
Iowa,IA,1984,2
Iowa,IA,1986,4
Iowa,IA,1987,1
Iowa,IA,1989,5
Iowa,IA,1990,2
Iowa,IA,1991,1
Iowa,IA,1992,3
Iowa,IA,1993,2
Iowa,IA,1994,6
Iowa,IA,1995,7
Iowa,IA,1996,4
Iowa,IA,1997,4
Iowa,IA,1998,18
Iowa,IA,1999,26
Iowa,IA,2000,29
Iowa,IA,2001,30
Iowa,IA,2002,25
Iowa,IA,2003,33
Iowa,IA,2004,37
Iowa,IA,2005,44
Iowa,IA,2006,27
Iowa,IA,2007,50
Iowa,IA,2008,36
Iowa,IA,2009,42
Iowa,IA,2010,50
Iowa,IA,2011,45
Iowa,IA,2012,101
Iowa,IA,2013,81
Iowa,IA,2014,69
Iowa,IA,2015,47
Iowa,IA,2016,41
Iowa,IA,2017,44
Iowa,IA,2018,33
Iowa,IA,2019,43
Iowa,IA,2020,72
Iowa,IA,2021,18
Kansas,KS,1965,4
Kansas,KS,1967,8
Kansas,KS,1968,1
Kansas,KS,1969,1
Kansas,KS,1971,2
Kansas,KS,1972,5
Kansas,KS,1973,3
Kansas,KS,1974,5
Kansas,KS,1975,4
Kansas,KS,1976,3
Kansas,KS,1977,1
Kansas,KS,1978,3
Kansas,KS,1980,3
Kansas,KS,1981,1
Kansas,KS,1982,3
Kansas,KS,1983,2
Kansas,KS,1985,4
Kansas,KS,1986,1
Kansas,KS,1987,7
Kansas,KS,1989,2
Kansas,KS,1990,1
Kansas,KS,1991,3
Kansas,KS,1992,1
Kansas,KS,1993,3
Kansas,KS,1994,4
Kansas,KS,1995,13
Kansas,KS,1996,8
Kansas,KS,1997,7
Kansas,KS,1998,17
Kansas,KS,1999,30
Kansas,KS,2000,27
Kansas,KS,2001,32
Kansas,KS,2002,25
Kansas,KS,2003,24
Kansas,KS,2004,33
Kansas,KS,2005,44
Kansas,KS,2006,38
Kansas,KS,2007,45
Kansas,KS,2008,31
Kansas,KS,2009,44
Kansas,KS,2010,51
Kansas,KS,2011,43
Kansas,KS,2012,60
Kansas,KS,2013,55
Kansas,KS,2014,70
Kansas,KS,2015,47
Kansas,KS,2016,49
Kansas,KS,2017,51
Kansas,KS,2018,31
Kansas,KS,2019,42
Kansas,KS,2020,71
Kansas,KS,2021,20
Kentucky,KY,1965,3
Kentucky,KY,1966,2
Kentucky,KY,1967,6
Kentucky,KY,1968,7
Kentucky,KY,1969,2
Kentucky,KY,1970,2
Kentucky,KY,1972,3
Kentucky,KY,1973,4
Kentucky,KY,1974,11
Kentucky,KY,1975,8
Kentucky,KY,1976,10
Kentucky,KY,1977,12
Kentucky,KY,1978,3
Kentucky,KY,1979,4
Kentucky,KY,1980,4
Kentucky,KY,1981,5
Kentucky,KY,1982,4
Kentucky,KY,1984,7
Kentucky,KY,1985,1
Kentucky,KY,1986,11
Kentucky,KY,1987,4
Kentucky,KY,1988,5
Kentucky,KY,1989,3
Kentucky,KY,1990,2
Kentucky,KY,1991,7
